configuration,m,L,Alpha,beta_excel,beta_paper,coef_of_var,demand_type,ppo_setting,name,timesteps,net_arch,lr_start,lr_end,n_steps,batch_size,n_epochs,gamma,gae_lambda,clip_start,clip_end,ent_coef,vf_coef,max_grad_norm
93,3,1,0.3,0.2,0.8,0.8,mix_binomial_2regime,F,auto_366,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
94,3,1,0.3,0.3,0.7,0.8,mix_binomial_2regime,G,auto_421,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.0003323949229958681,3.130386428773952e-05,512,64,5,0.990109366279946,0.901723706450002,0.2053147959855876,0.07709934159862007,0.0654101984056697,0.5,0.5
95,3,1,0.3,0.4,0.6,0.8,mix_binomial_2regime,F,auto_366,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
96,3,1,0.3,0.5,0.5,0.8,mix_binomial_2regime,F,auto_366,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
97,3,1,0.4,0.0,1.0,0.8,mix_binomial_2regime,F,auto_366,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
98,3,1,0.4,0.1,0.9,0.8,mix_binomial_2regime,G,auto_421,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.0003323949229958681,3.130386428773952e-05,512,64,5,0.990109366279946,0.901723706450002,0.2053147959855876,0.07709934159862007,0.0654101984056697,0.5,0.5
99,3,1,0.4,0.2,0.8,0.8,mix_binomial_2regime,F,auto_366,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
100,3,1,0.4,0.3,0.7,0.8,mix_binomial_2regime,F,auto_366,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
101,3,1,0.4,0.4,0.6,0.8,mix_binomial_2regime,F,auto_366,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
102,3,1,0.4,0.5,0.5,0.8,mix_binomial_2regime,F,auto_366,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
103,3,1,0.5,0.0,1.0,0.8,mix_binomial_2regime,F,auto_366,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
104,3,1,0.5,0.1,0.9,0.8,mix_binomial_2regime,F,auto_366,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
105,3,1,0.5,0.2,0.8,0.8,mix_binomial_2regime,E,auto_359,375000,"{'pi': [64, 64], 'vf': [64, 64]}",0.0003790356687552224,6.287029567600739e-05,256,64,8,0.9956781649896798,0.9121501979348245,0.19743427209690612,0.08354311267106172,0.0320270049103265,0.5,0.5
106,3,1,0.5,0.3,0.7,0.8,mix_binomial_2regime,A,auto_098,375000,"{'pi': [64, 64], 'vf': [64, 64]}",0.0002944121441242525,5.460088230521054e-05,2048,64,5,0.9845491126154651,0.9171070769621462,0.1589605498521274,0.10115861587540172,0.06077069208880042,0.5,0.5
107,3,1,0.5,0.4,0.6,0.8,mix_binomial_2regime,F,auto_366,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
108,3,1,0.5,0.5,0.5,0.8,mix_binomial_2regime,D,auto_306,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.0008002983824707991,1.4896140962299413e-06,1024,64,5,0.9860787061013278,0.9245880346705846,0.28309620341849673,0.1369295288475828,0.008173216203259727,0.5,0.5
109,3,1,0.0,0.0,1.0,1.2,mix_binomial_2regime,G,auto_421,400000,"{'pi': [64, 64], 'vf': [128, 128]}",0.0003323949229958681,3.130386428773952e-05,512,64,5,0.990109366279946,0.901723706450002,0.2053147959855876,0.07709934159862007,0.0654101984056697,0.5,0.5
110,3,1,0.0,0.1,0.9,1.2,mix_binomial_2regime,D,auto_306,400000,"{'pi': [64, 64], 'vf': [128, 128]}",0.0008002983824707991,1.4896140962299413e-06,1024,64,5,0.9860787061013278,0.9245880346705846,0.28309620341849673,0.1369295288475828,0.008173216203259727,0.5,0.5
111,3,1,0.0,0.2,0.8,1.2,mix_binomial_2regime,A,auto_098,400000,"{'pi': [64, 64], 'vf': [64, 64]}",0.0002944121441242525,5.460088230521054e-05,2048,64,5,0.9845491126154651,0.9171070769621462,0.1589605498521274,0.10115861587540172,0.06077069208880042,0.5,0.5
112,3,1,0.0,0.3,0.7,1.2,mix_binomial_2regime,A,auto_098,400000,"{'pi': [64, 64], 'vf': [64, 64]}",0.0002944121441242525,5.460088230521054e-05,2048,64,5,0.9845491126154651,0.9171070769621462,0.1589605498521274,0.10115861587540172,0.06077069208880042,0.5,0.5
113,3,1,0.0,0.4,0.6,1.2,mix_binomial_2regime,H,auto_448,400000,"{'pi': [64, 64], 'vf': [64, 64]}",0.0006245435660436964,2.7503355208453628e-05,1024,64,10,0.9890555593574961,0.914895434922753,0.236640117249551,0.12272053619766307,0.03326248168747035,0.5,0.5
114,3,1,0.0,0.5,0.5,1.2,mix_binomial_2regime,E,auto_359,400000,"{'pi': [64, 64], 'vf': [64, 64]}",0.0003790356687552224,6.287029567600739e-05,256,64,8,0.9956781649896798,0.9121501979348245,0.19743427209690612,0.08354311267106172,0.0320270049103265,0.5,0.5
115,3,1,0.1,0.0,1.0,1.2,mix_binomial_2regime,G,auto_421,400000,"{'pi': [64, 64], 'vf': [128, 128]}",0.0003323949229958681,3.130386428773952e-05,512,64,5,0.990109366279946,0.901723706450002,0.2053147959855876,0.07709934159862007,0.0654101984056697,0.5,0.5
116,3,1,0.1,0.1,0.9,1.2,mix_binomial_2regime,H,auto_448,400000,"{'pi': [64, 64], 'vf': [64, 64]}",0.0006245435660436964,2.7503355208453628e-05,1024,64,10,0.9890555593574961,0.914895434922753,0.236640117249551,0.12272053619766307,0.03326248168747035,0.5,0.5
117,3,1,0.1,0.2,0.8,1.2,mix_binomial_2regime,D,auto_306,400000,"{'pi': [64, 64], 'vf': [128, 128]}",0.0008002983824707991,1.4896140962299413e-06,1024,64,5,0.9860787061013278,0.9245880346705846,0.28309620341849673,0.1369295288475828,0.008173216203259727,0.5,0.5
118,3,1,0.1,0.3,0.7,1.2,mix_binomial_2regime,F,auto_366,400000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
119,3,1,0.1,0.4,0.6,1.2,mix_binomial_2regime,G,auto_421,400000,"{'pi': [64, 64], 'vf': [128, 128]}",0.0003323949229958681,3.130386428773952e-05,512,64,5,0.990109366279946,0.901723706450002,0.2053147959855876,0.07709934159862007,0.0654101984056697,0.5,0.5
120,3,1,0.1,0.5,0.5,1.2,mix_binomial_2regime,H,auto_448,400000,"{'pi': [64, 64], 'vf': [64, 64]}",0.0006245435660436964,2.7503355208453628e-05,1024,64,10,0.9890555593574961,0.914895434922753,0.236640117249551,0.12272053619766307,0.03326248168747035,0.5,0.5
121,3,1,0.2,0.0,1.0,1.2,mix_binomial_2regime,F,auto_366,400000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
122,3,1,0.2,0.1,0.9,1.2,mix_binomial_2regime,E,auto_359,400000,"{'pi': [64, 64], 'vf': [64, 64]}",0.0003790356687552224,6.287029567600739e-05,256,64,8,0.9956781649896798,0.9121501979348245,0.19743427209690612,0.08354311267106172,0.0320270049103265,0.5,0.5
123,3,1,0.2,0.2,0.8,1.2,mix_binomial_2regime,D,auto_306,400000,"{'pi': [64, 64], 'vf': [128, 128]}",0.0008002983824707991,1.4896140962299413e-06,1024,64,5,0.9860787061013278,0.9245880346705846,0.28309620341849673,0.1369295288475828,0.008173216203259727,0.5,0.5
124,3,1,0.2,0.3,0.7,1.2,mix_binomial_2regime,F,auto_366,400000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
125,3,1,0.2,0.4,0.6,1.2,mix_binomial_2regime,D,auto_306,400000,"{'pi': [64, 64], 'vf': [128, 128]}",0.0008002983824707991,1.4896140962299413e-06,1024,64,5,0.9860787061013278,0.9245880346705846,0.28309620341849673,0.1369295288475828,0.008173216203259727,0.5,0.5
126,3,1,0.2,0.5,0.5,1.2,mix_binomial_2regime,F,auto_366,400000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
127,3,1,0.3,0.0,1.0,1.2,mix_binomial_2regime,F,auto_366,400000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
128,3,1,0.3,0.1,0.9,1.2,mix_binomial_2regime,F,auto_366,400000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
129,3,1,0.3,0.2,0.8,1.2,mix_binomial_2regime,G,auto_421,400000,"{'pi': [64, 64], 'vf': [128, 128]}",0.0003323949229958681,3.130386428773952e-05,512,64,5,0.990109366279946,0.901723706450002,0.2053147959855876,0.07709934159862007,0.0654101984056697,0.5,0.5
130,3,1,0.3,0.3,0.7,1.2,mix_binomial_2regime,D,auto_306,400000,"{'pi': [64, 64], 'vf': [128, 128]}",0.0008002983824707991,1.4896140962299413e-06,1024,64,5,0.9860787061013278,0.9245880346705846,0.28309620341849673,0.1369295288475828,0.008173216203259727,0.5,0.5
131,3,1,0.3,0.4,0.6,1.2,mix_binomial_2regime,A,auto_098,400000,"{'pi': [64, 64], 'vf': [64, 64]}",0.0002944121441242525,5.460088230521054e-05,2048,64,5,0.9845491126154651,0.9171070769621462,0.1589605498521274,0.10115861587540172,0.06077069208880042,0.5,0.5
132,3,1,0.3,0.5,0.5,1.2,mix_binomial_2regime,F,auto_366,400000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
133,3,1,0.4,0.0,1.0,1.2,mix_binomial_2regime,E,auto_359,400000,"{'pi': [64, 64], 'vf': [64, 64]}",0.0003790356687552224,6.287029567600739e-05,256,64,8,0.9956781649896798,0.9121501979348245,0.19743427209690612,0.08354311267106172,0.0320270049103265,0.5,0.5
134,3,1,0.4,0.1,0.9,1.2,mix_binomial_2regime,D,auto_306,400000,"{'pi': [64, 64], 'vf': [128, 128]}",0.0008002983824707991,1.4896140962299413e-06,1024,64,5,0.9860787061013278,0.9245880346705846,0.28309620341849673,0.1369295288475828,0.008173216203259727,0.5,0.5
135,3,1,0.4,0.2,0.8,1.2,mix_binomial_2regime,D,auto_306,400000,"{'pi': [64, 64], 'vf': [128, 128]}",0.0008002983824707991,1.4896140962299413e-06,1024,64,5,0.9860787061013278,0.9245880346705846,0.28309620341849673,0.1369295288475828,0.008173216203259727,0.5,0.5
136,3,1,0.4,0.3,0.7,1.2,mix_binomial_2regime,D,auto_306,400000,"{'pi': [64, 64], 'vf': [128, 128]}",0.0008002983824707991,1.4896140962299413e-06,1024,64,5,0.9860787061013278,0.9245880346705846,0.28309620341849673,0.1369295288475828,0.008173216203259727,0.5,0.5
137,3,1,0.4,0.4,0.6,1.2,mix_binomial_2regime,F,auto_366,400000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
138,3,1,0.4,0.5,0.5,1.2,mix_binomial_2regime,D,auto_306,400000,"{'pi': [64, 64], 'vf': [128, 128]}",0.0008002983824707991,1.4896140962299413e-06,1024,64,5,0.9860787061013278,0.9245880346705846,0.28309620341849673,0.1369295288475828,0.008173216203259727,0.5,0.5
139,3,1,0.5,0.0,1.0,1.2,mix_binomial_2regime,D,auto_306,400000,"{'pi': [64, 64], 'vf': [128, 128]}",0.0008002983824707991,1.4896140962299413e-06,1024,64,5,0.9860787061013278,0.9245880346705846,0.28309620341849673,0.1369295288475828,0.008173216203259727,0.5,0.5
140,3,1,0.5,0.1,0.9,1.2,mix_binomial_2regime,H,auto_448,400000,"{'pi': [64, 64], 'vf': [64, 64]}",0.0006245435660436964,2.7503355208453628e-05,1024,64,10,0.9890555593574961,0.914895434922753,0.236640117249551,0.12272053619766307,0.03326248168747035,0.5,0.5
141,3,1,0.5,0.2,0.8,1.2,mix_binomial_2regime,A,auto_098,400000,"{'pi': [64, 64], 'vf': [64, 64]}",0.0002944121441242525,5.460088230521054e-05,2048,64,5,0.9845491126154651,0.9171070769621462,0.1589605498521274,0.10115861587540172,0.06077069208880042,0.5,0.5
142,3,1,0.5,0.3,0.7,1.2,mix_binomial_2regime,D,auto_306,400000,"{'pi': [64, 64], 'vf': [128, 128]}",0.0008002983824707991,1.4896140962299413e-06,1024,64,5,0.9860787061013278,0.9245880346705846,0.28309620341849673,0.1369295288475828,0.008173216203259727,0.5,0.5
143,3,1,0.5,0.4,0.6,1.2,mix_binomial_2regime,A,auto_098,400000,"{'pi': [64, 64], 'vf': [64, 64]}",0.0002944121441242525,5.460088230521054e-05,2048,64,5,0.9845491126154651,0.9171070769621462,0.1589605498521274,0.10115861587540172,0.06077069208880042,0.5,0.5
144,3,1,0.5,0.5,0.5,1.2,mix_binomial_2regime,G,auto_421,400000,"{'pi': [64, 64], 'vf': [128, 128]}",0.0003323949229958681,3.130386428773952e-05,512,64,5,0.990109366279946,0.901723706450002,0.2053147959855876,0.07709934159862007,0.0654101984056697,0.5,0.5
145,3,1,0.0,0.0,1.0,0.8,mix_binomial_3regime,A,auto_098,375000,"{'pi': [64, 64], 'vf': [64, 64]}",0.0002944121441242525,5.460088230521054e-05,2048,64,5,0.9845491126154651,0.9171070769621462,0.1589605498521274,0.10115861587540172,0.06077069208880042,0.5,0.5
146,3,1,0.0,0.1,0.9,0.8,mix_binomial_3regime,A,auto_098,375000,"{'pi': [64, 64], 'vf': [64, 64]}",0.0002944121441242525,5.460088230521054e-05,2048,64,5,0.9845491126154651,0.9171070769621462,0.1589605498521274,0.10115861587540172,0.06077069208880042,0.5,0.5
147,3,1,0.0,0.2,0.8,0.8,mix_binomial_3regime,F,auto_366,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
148,3,1,0.0,0.3,0.7,0.8,mix_binomial_3regime,F,auto_366,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
149,3,1,0.0,0.4,0.6,0.8,mix_binomial_3regime,A,auto_098,375000,"{'pi': [64, 64], 'vf': [64, 64]}",0.0002944121441242525,5.460088230521054e-05,2048,64,5,0.9845491126154651,0.9171070769621462,0.1589605498521274,0.10115861587540172,0.06077069208880042,0.5,0.5
150,3,1,0.0,0.5,0.5,0.8,mix_binomial_3regime,F,auto_366,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
151,3,1,0.1,0.0,1.0,0.8,mix_binomial_3regime,G,auto_421,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.0003323949229958681,3.130386428773952e-05,512,64,5,0.990109366279946,0.901723706450002,0.2053147959855876,0.07709934159862007,0.0654101984056697,0.5,0.5
152,3,1,0.1,0.1,0.9,0.8,mix_binomial_3regime,F,auto_366,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
153,3,1,0.1,0.2,0.8,0.8,mix_binomial_3regime,D,auto_306,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.0008002983824707991,1.4896140962299413e-06,1024,64,5,0.9860787061013278,0.9245880346705846,0.28309620341849673,0.1369295288475828,0.008173216203259727,0.5,0.5
154,3,1,0.1,0.3,0.7,0.8,mix_binomial_3regime,B,auto_099,375000,"{'pi': [128, 128], 'vf': [128, 128]}",0.00029267995456034836,3.8862517346673336e-05,1024,64,10,0.991791938092433,0.9095526079322096,0.25808645998611496,0.11848356372889815,0.05743360182820927,0.5,0.5
155,3,1,0.1,0.4,0.6,0.8,mix_binomial_3regime,F,auto_366,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
156,3,1,0.1,0.5,0.5,0.8,mix_binomial_3regime,F,auto_366,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
157,3,1,0.2,0.0,1.0,0.8,mix_binomial_3regime,G,auto_421,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.0003323949229958681,3.130386428773952e-05,512,64,5,0.990109366279946,0.901723706450002,0.2053147959855876,0.07709934159862007,0.0654101984056697,0.5,0.5
158,3,1,0.2,0.1,0.9,0.8,mix_binomial_3regime,F,auto_366,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
159,3,1,0.2,0.2,0.8,0.8,mix_binomial_3regime,F,auto_366,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
160,3,1,0.2,0.3,0.7,0.8,mix_binomial_3regime,F,auto_366,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
161,3,1,0.2,0.4,0.6,0.8,mix_binomial_3regime,A,auto_098,375000,"{'pi': [64, 64], 'vf': [64, 64]}",0.0002944121441242525,5.460088230521054e-05,2048,64,5,0.9845491126154651,0.9171070769621462,0.1589605498521274,0.10115861587540172,0.06077069208880042,0.5,0.5
162,3,1,0.2,0.5,0.5,0.8,mix_binomial_3regime,D,auto_306,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.0008002983824707991,1.4896140962299413e-06,1024,64,5,0.9860787061013278,0.9245880346705846,0.28309620341849673,0.1369295288475828,0.008173216203259727,0.5,0.5
163,3,1,0.3,0.0,1.0,0.8,mix_binomial_3regime,D,auto_306,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.0008002983824707991,1.4896140962299413e-06,1024,64,5,0.9860787061013278,0.9245880346705846,0.28309620341849673,0.1369295288475828,0.008173216203259727,0.5,0.5
164,3,1,0.3,0.1,0.9,0.8,mix_binomial_3regime,A,auto_098,375000,"{'pi': [64, 64], 'vf': [64, 64]}",0.0002944121441242525,5.460088230521054e-05,2048,64,5,0.9845491126154651,0.9171070769621462,0.1589605498521274,0.10115861587540172,0.06077069208880042,0.5,0.5
165,3,1,0.3,0.2,0.8,0.8,mix_binomial_3regime,D,auto_306,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.0008002983824707991,1.4896140962299413e-06,1024,64,5,0.9860787061013278,0.9245880346705846,0.28309620341849673,0.1369295288475828,0.008173216203259727,0.5,0.5
166,3,1,0.3,0.3,0.7,0.8,mix_binomial_3regime,F,auto_366,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
167,3,1,0.3,0.4,0.6,0.8,mix_binomial_3regime,E,auto_359,375000,"{'pi': [64, 64], 'vf': [64, 64]}",0.0003790356687552224,6.287029567600739e-05,256,64,8,0.9956781649896798,0.9121501979348245,0.19743427209690612,0.08354311267106172,0.0320270049103265,0.5,0.5
168,3,1,0.3,0.5,0.5,0.8,mix_binomial_3regime,H,auto_448,375000,"{'pi': [64, 64], 'vf': [64, 64]}",0.0006245435660436964,2.7503355208453628e-05,1024,64,10,0.9890555593574961,0.914895434922753,0.236640117249551,0.12272053619766307,0.03326248168747035,0.5,0.5
169,3,1,0.4,0.0,1.0,0.8,mix_binomial_3regime,F,auto_366,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
170,3,1,0.4,0.1,0.9,0.8,mix_binomial_3regime,G,auto_421,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.0003323949229958681,3.130386428773952e-05,512,64,5,0.990109366279946,0.901723706450002,0.2053147959855876,0.07709934159862007,0.0654101984056697,0.5,0.5
171,3,1,0.4,0.2,0.8,0.8,mix_binomial_3regime,F,auto_366,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
172,3,1,0.4,0.3,0.7,0.8,mix_binomial_3regime,D,auto_306,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.0008002983824707991,1.4896140962299413e-06,1024,64,5,0.9860787061013278,0.9245880346705846,0.28309620341849673,0.1369295288475828,0.008173216203259727,0.5,0.5
173,3,1,0.4,0.4,0.6,0.8,mix_binomial_3regime,A,auto_098,375000,"{'pi': [64, 64], 'vf': [64, 64]}",0.0002944121441242525,5.460088230521054e-05,2048,64,5,0.9845491126154651,0.9171070769621462,0.1589605498521274,0.10115861587540172,0.06077069208880042,0.5,0.5
174,3,1,0.4,0.5,0.5,0.8,mix_binomial_3regime,B,auto_099,375000,"{'pi': [128, 128], 'vf': [128, 128]}",0.00029267995456034836,3.8862517346673336e-05,1024,64,10,0.991791938092433,0.9095526079322096,0.25808645998611496,0.11848356372889815,0.05743360182820927,0.5,0.5
175,3,1,0.5,0.0,1.0,0.8,mix_binomial_3regime,C,auto_138,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.0007262635909625315,5.3304802439987826e-05,256,64,8,0.9900757075487362,0.9191551905508695,0.31322072299055664,0.08936037662852556,0.028343529607694647,0.5,0.5
176,3,1,0.5,0.1,0.9,0.8,mix_binomial_3regime,E,auto_359,375000,"{'pi': [64, 64], 'vf': [64, 64]}",0.0003790356687552224,6.287029567600739e-05,256,64,8,0.9956781649896798,0.9121501979348245,0.19743427209690612,0.08354311267106172,0.0320270049103265,0.5,0.5
177,3,1,0.5,0.2,0.8,0.8,mix_binomial_3regime,D,auto_306,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.0008002983824707991,1.4896140962299413e-06,1024,64,5,0.9860787061013278,0.9245880346705846,0.28309620341849673,0.1369295288475828,0.008173216203259727,0.5,0.5
178,3,1,0.5,0.3,0.7,0.8,mix_binomial_3regime,F,auto_366,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
179,3,1,0.5,0.4,0.6,0.8,mix_binomial_3regime,D,auto_306,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.0008002983824707991,1.4896140962299413e-06,1024,64,5,0.9860787061013278,0.9245880346705846,0.28309620341849673,0.1369295288475828,0.008173216203259727,0.5,0.5
180,3,1,0.5,0.5,0.5,0.8,mix_binomial_3regime,F,auto_366,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
181,3,1,0.0,0.0,1.0,1.2,mix_binomial_3regime,F,auto_366,400000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
182,3,1,0.0,0.1,0.9,1.2,mix_binomial_3regime,F,auto_366,400000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
183,3,1,0.0,0.2,0.8,1.2,mix_binomial_3regime,F,auto_366,400000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
184,3,1,0.0,0.3,0.7,1.2,mix_binomial_3regime,A,auto_098,400000,"{'pi': [64, 64], 'vf': [64, 64]}",0.0002944121441242525,5.460088230521054e-05,2048,64,5,0.9845491126154651,0.9171070769621462,0.1589605498521274,0.10115861587540172,0.06077069208880042,0.5,0.5
185,3,1,0.0,0.4,0.6,1.2,mix_binomial_3regime,F,auto_366,400000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
