configuration,m,L,Alpha,beta_excel,beta_paper,coef_of_var,demand_type,ppo_setting,name,timesteps,net_arch,lr_start,lr_end,n_steps,batch_size,n_epochs,gamma,gae_lambda,clip_start,clip_end,ent_coef,vf_coef,max_grad_norm
80,3,1,0.1,0.1,0.9,0.8,mix_binomial_2regime,A,auto_098,375000,"{'pi': [64, 64], 'vf': [64, 64]}",0.0002944121441242525,5.460088230521054e-05,2048,64,5,0.9845491126154651,0.9171070769621462,0.1589605498521274,0.10115861587540172,0.06077069208880042,0.5,0.5
81,3,1,0.1,0.2,0.8,0.8,mix_binomial_2regime,G,auto_421,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.0003323949229958681,3.130386428773952e-05,512,64,5,0.990109366279946,0.901723706450002,0.2053147959855876,0.07709934159862007,0.0654101984056697,0.5,0.5
82,3,1,0.1,0.3,0.7,0.8,mix_binomial_2regime,D,auto_306,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.0008002983824707991,1.4896140962299413e-06,1024,64,5,0.9860787061013278,0.9245880346705846,0.28309620341849673,0.1369295288475828,0.008173216203259727,0.5,0.5
83,3,1,0.1,0.4,0.6,0.8,mix_binomial_2regime,D,auto_306,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.0008002983824707991,1.4896140962299413e-06,1024,64,5,0.9860787061013278,0.9245880346705846,0.28309620341849673,0.1369295288475828,0.008173216203259727,0.5,0.5
84,3,1,0.1,0.5,0.5,0.8,mix_binomial_2regime,F,auto_366,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
85,3,1,0.2,0.0,1.0,0.8,mix_binomial_2regime,F,auto_366,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
86,3,1,0.2,0.1,0.9,0.8,mix_binomial_2regime,F,auto_366,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
87,3,1,0.2,0.2,0.8,0.8,mix_binomial_2regime,F,auto_366,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
88,3,1,0.2,0.3,0.7,0.8,mix_binomial_2regime,A,auto_098,375000,"{'pi': [64, 64], 'vf': [64, 64]}",0.0002944121441242525,5.460088230521054e-05,2048,64,5,0.9845491126154651,0.9171070769621462,0.1589605498521274,0.10115861587540172,0.06077069208880042,0.5,0.5
89,3,1,0.2,0.4,0.6,0.8,mix_binomial_2regime,D,auto_306,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.0008002983824707991,1.4896140962299413e-06,1024,64,5,0.9860787061013278,0.9245880346705846,0.28309620341849673,0.1369295288475828,0.008173216203259727,0.5,0.5
90,3,1,0.2,0.5,0.5,0.8,mix_binomial_2regime,C,auto_138,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.0007262635909625315,5.3304802439987826e-05,256,64,8,0.9900757075487362,0.9191551905508695,0.31322072299055664,0.08936037662852556,0.028343529607694647,0.5,0.5
91,3,1,0.3,0.0,1.0,0.8,mix_binomial_2regime,D,auto_306,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.0008002983824707991,1.4896140962299413e-06,1024,64,5,0.9860787061013278,0.9245880346705846,0.28309620341849673,0.1369295288475828,0.008173216203259727,0.5,0.5
92,3,1,0.3,0.1,0.9,0.8,mix_binomial_2regime,F,auto_366,375000,"{'pi': [64, 64], 'vf': [128, 128]}",0.00030373889755282445,6.746190580944042e-06,1024,64,8,0.9906351130454322,0.9102249957402518,0.19229350632406766,0.040226497785352366,0.01449789702512093,0.5,0.5
